,ps_pair,temp,chi,polymer_class,ps_pair_nonCyclic
265,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],25.0,0.1398599193511979,polyvinylx,*CC(*)OC(C)=O_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
266,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],100.0,-0.06265057030986393,polyvinylx,*CC(*)OC(C)=O_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
267,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],140.0,-0.2543910686483708,polyvinylx,*CC(*)OC(C)=O_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
268,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],100.0,0.6812130324332119,polyvinylx,*CC(*)OC(C)=O_[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
269,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]N([H])C([H])(C([H])([H])[H])C([H])([H])[H],40.0,-0.03645205518684558,polyvinylx,*CC(*)OC(C)=O_[H]N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
270,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]N([H])C([H])([H])C([H])([H])C([H])([H])[H],40.0,0.9279862297888635,polyvinylx,*CC(*)OC(C)=O_[H]N([H])C([H])([H])C([H])([H])C([H])([H])[H]
271,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],135.0,0.03554446328657218,polyvinylx,*CC(*)OC(C)=O_[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
272,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],135.0,0.6996918096095367,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
273,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],125.0,0.7132971866829174,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])(C([H])([H])[H])C([H])([H])[H]
274,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],140.0,0.9547050230159249,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])(C([H])([H])[H])C([H])([H])[H]
275,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],135.0,1.6884451474683568,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
276,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],135.0,-0.11320031319665269,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
277,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],135.0,-0.12466883986570321,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
278,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],135.0,0.316474518482473,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
279,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],100.0,0.621351277841456,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
280,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],135.0,0.23758979780882306,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
281,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],100.0,1.061549152908578,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
282,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],135.0,0.769279787256334,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
283,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])[H],30.0,0.3059879706599754,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])[H]
284,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])[H],50.0,0.4574719003357035,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])[H]
285,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])[H],100.0,0.002695788616755901,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])[H]
286,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])C([H])([H])[H],135.0,0.15026333645001272,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])C([H])([H])[H]
287,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])[H],50.0,0.5784141693822075,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])[H]
288,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])C([H])([H])[H],100.0,1.4385712784206697,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])C([H])([H])[H]
289,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])[H],125.0,0.7193022993470427,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])[H]
290,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC([H])([H])[H],140.0,1.1654426746133295,polyvinylx,*CC(*)OC(C)=O_[H]OC([H])([H])[H]
291,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],135.0,0.63609904188688,polyvinylx,*CC(*)OC(C)=O_[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
292,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]O[H],40.0,2.8716725621003607,polyvinylx,*CC(*)OC(C)=O_[H]O[H]
293,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C(=O)OC([H])([H])[H])c(C(=O)OC([H])([H])[H])c1[H],25.0,0.5465274724546292,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C(=O)OC([H])([H])[H])c(C(=O)OC([H])([H])[H])c1[H]
294,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],125.0,1.8014568683329581,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
295,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],145.0,0.3274427148246878,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
296,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H],100.0,0.9433638481762028,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H]
297,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H],135.0,-0.7773363069351381,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H]
298,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],80.0,0.287766852992282,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
299,[H]C([H])([H])C(=O)OC1([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],140.0,0.4843958987117421,polyvinylx,*CC(*)OC(C)=O_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
