,ps_pair,temp,chi,polymer_class,ps_pair_nonCyclic
575,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C([H])([H])C([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],40.0,0.027904414269103506,polyvinylx,*CC(*)OC_[H]C([H])([H])C([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
576,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],40.0,0.8451715251889445,polyvinylx,*CC(*)OC_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
577,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],40.0,1.376008172083,polyvinylx,*CC(*)OC_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
578,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],40.0,1.6821709958601527,polyvinylx,*CC(*)OC_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
579,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],40.0,0.7739204064036906,polyvinylx,*CC(*)OC_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
580,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],40.0,1.4934795363100233,polyvinylx,*CC(*)OC_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
581,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],40.0,0.16954741632248946,polyvinylx,*CC(*)OC_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
582,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],40.0,1.4202317570701566,polyvinylx,*CC(*)OC_[H]OC([H])(C([H])([H])[H])C([H])([H])[H]
583,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H],25.0,-0.3346938220659377,polyvinylx,*CC(*)OC_[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H]
584,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],25.0,0.7159932337329105,polyvinylx,*CC(*)OC_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
585,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],40.0,0.5980159179740292,polyvinylx,*CC(*)OC_[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
586,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c(F)c([H])c1[H],40.0,0.5873671789651523,polyvinylx,*CC(*)OC_[H]c1c([H])c([H])c(F)c([H])c1[H]
587,[H]C([H])([H])OC1([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H]_[H]c1c([H])c([H])c([H])c([H])c1[H],40.0,0.49861161105272755,polyvinylx,*CC(*)OC_[H]c1c([H])c([H])c([H])c([H])c1[H]
588,[H]C1([H])C(=O)N(C2([H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])C([H])([H])C1([H])[H]_[H]O[H],25.0,1.0600679430583648,polyvinylx,*CC(*)N1CCCC1=O_[H]O[H]
589,[H]C1([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C([H])(C#N)C([H])([H])C1([H])C#N_[H]C(=O)N(C([H])([H])[H])C([H])([H])[H],14.0,0.09881278922052225,,*CC(*)C#N_[H]C(=O)N(C([H])([H])[H])C([H])([H])[H]
590,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_ClC(Cl)(Cl)Cl,120.0,0.5456158944904262,polyvinylx,*CC(*)Cl_ClC(Cl)(Cl)Cl
591,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C(=O)C([H])([H])[H],125.0,-0.01566395363991857,polyvinylx,*CC(*)Cl_[H]C(=O)C([H])([H])[H]
592,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C(=O)C([H])([H])[H],140.0,0.3990543577158791,polyvinylx,*CC(*)Cl_[H]C(=O)C([H])([H])[H]
593,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C(Cl)(Cl)Cl,120.0,0.9367231098109133,polyvinylx,*CC(*)Cl_[H]C(Cl)(Cl)Cl
594,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])(Cl)C([H])([H])Cl,125.0,1.4162750916909799,polyvinylx,*CC(*)Cl_[H]C([H])(Cl)C([H])([H])Cl
595,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])(Cl)C([H])([H])Cl,140.0,0.3688865781086458,polyvinylx,*CC(*)Cl_[H]C([H])(Cl)C([H])([H])Cl
596,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])(Cl)Cl,120.0,1.3292285126770735,polyvinylx,*CC(*)Cl_[H]C([H])(Cl)Cl
597,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C#N,125.0,0.6561913526278473,polyvinylx,*CC(*)Cl_[H]C([H])([H])C#N
598,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C#N,140.0,1.6951857509125332,polyvinylx,*CC(*)Cl_[H]C([H])([H])C#N
599,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.0,0.6539267587493954,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H]
600,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H],50.0,1.1094452933407823,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H]
601,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H],120.0,0.6763573459592414,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H]
602,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H],140.0,0.7734538758514127,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H]
603,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)C([H])([H])[H],120.0,0.27063261369064423,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)C([H])([H])[H]
604,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)C([H])([H])[H],140.0,-0.03518596816106323,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)C([H])([H])[H]
605,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],120.0,1.6194776150338557,polyvinylx,*CC(*)Cl_[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
606,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],120.0,2.5346465223796946,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
607,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],125.0,1.5798735137184952,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
608,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],140.0,1.6647940601861957,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
609,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],120.0,2.4942667144032686,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
610,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],120.0,1.732072462103412,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
611,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])[N+](=O)[O-],125.0,0.811814123903205,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])[N+](=O)[O-]
612,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C([H])([H])C([H])([H])[N+](=O)[O-],140.0,0.00155617959858112,polyvinylx,*CC(*)Cl_[H]C([H])([H])C([H])([H])[N+](=O)[O-]
613,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],30.0,-0.337598525133469,polyvinylx,*CC(*)Cl_[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
614,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],69.0,-0.11928556426586473,polyvinylx,*CC(*)Cl_[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
615,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],125.0,1.6389786241930109,polyvinylx,*CC(*)Cl_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
616,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],140.0,1.5775099207720933,polyvinylx,*CC(*)Cl_[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
617,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],125.0,0.5078930720748009,polyvinylx,*CC(*)Cl_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H]
618,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],140.0,0.35872453253817854,polyvinylx,*CC(*)Cl_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H]
619,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],14.0,0.8500217985675285,polyvinylx,*CC(*)Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
620,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],77.0,0.8260141839547934,polyvinylx,*CC(*)Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
621,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],125.0,-0.12942410624155143,polyvinylx,*CC(*)Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
622,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],140.0,0.028176697387878757,polyvinylx,*CC(*)Cl_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H]
623,[H]C1([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C([H])(Cl)C([H])([H])C1([H])Cl_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],125.0,0.9565643703404295,polyvinylx,*CC(*)Cl_[H]OC([H])(C([H])([H])[H])C([H])([H])[H]
